RowType,ComponentID,IPN,Category,Value,Description,Package,Tolerance,Resistance,Capacitance,Inductance,Project,ProjectName,UUID,SourceFile,Reference,Color,W,A,V,Temperature Coefficient,Voltage,Wavelength,mcd,Symbol,Footprint,footprint_full,symbol_name,ki_keywords,Datasheet,Height,Manufacturer_Name,Manufacturer_Part_Number,Mouser Part Number,Mouser Price/Stock,Sim.Device,Sim.Pins,Current,Power,LCSC,OPL,ComponentName,Keywords,SMD,Type,Name,Form,Pins,Pitch,Angle,Frequency,Mouser,Mouser Link,LCSC Link,Priority,Status,Manufacturer,MPN
ITEM,,CON_TC2030-FP,CON,TC2030-FP,Tag Connect “With Legs” 6-pin Plug-of-Nails™ programming cable with a 6-pin 0.1″ pitch ribbon connector.,,,,,,,,,,,,,,,,,,,SPCoast:TC2030-IDC,SPCoast:Tag-Connect_TC2030-IDC-FP_2x03_P1.27mm_Vertical,,,,,,,,,,,,,,,,TC2030-FP SilkScreen & Pads,TC2030-FP CON SilkScreen & Pads,Other,SilkScreen & Pads,TC2030-FP,Legs,2x3,"0.1""",,,,,,10,,Tag Connect,TC2030-FP
ITEM,,CON_TC2050-NL,CON,TC2050-NL,Tag Connect “No Legs”10-pin Plug-of-Nails™ programming cable with a 10-pin 0.1″ pitch ribbon connector.,,,,,,,,,,,,,,,,,,,SPCoast:TC2050-IDC,SPCoast:Tag-Connect_TC2050-IDC-NL_2x05_P1.27mm_Vertical,,,,,,,,,,,,,,,,TC2050-NL SilkScreen & Pads,TC2050-NL CON SilkScreen & Pads,Other,SilkScreen & Pads,TC2050-NL,NL,2x5,"0.1""",,,,,,10,,Tag Connect,TC2050-NL
ITEM,,CON_TC2050-FP,CON,TC2050-FP,Tag Connect “With Legs” 10-pin Plug-of-Nails™ programming cable with a10-pin 0.1″ pitch ribbon connector.,,,,,,,,,,,,,,,,,,,SPCoast:TC2050-IDC,SPCoast:Tag-Connect_TC2050-IDC-FP_2x05_P1.27mm_Vertical,,,,,,,,,,,,,,,,TC2050-FP SilkScreen & Pads,TC2050-FP CON SilkScreen & Pads,Other,SilkScreen & Pads,TC2050-FP,Legs,2x5,"0.1""",,,,,,10,,Tag Connect,TC2050-FP
ITEM,,CON_TC2070-FP,CON,TC2070-FP,Tag Connect “With Legs” 14-pin Plug-of-Nails™ programming cable with a 14-pin 0.1″ pitch ribbon connector.,,,,,,,,,,,,,,,,,,,SPCoast:TC2070-IDC,SPCoast:Tag-Connect_TC2070-IDC-FP_2x07_P1.27mm_Vertical,,,,,,,,,,,,,,,,TC2070-FP SilkScreen & Pads,TC2070-FP CON SilkScreen & Pads,Other,SilkScreen & Pads,TC2070-FP,Legs,2x7,"0.1""",,,,,,10,,Tag Connect,TC2070-FP
ITEM,,SWI_EDG104S,SWI,EDG104S,SPST x4 DIP Switch,DIP-8,,,,,,,,,,,,,,,,,,SPCoast:SW-EDG-04,SPCoast:SW-EDG-04,,,,https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2311231642_ECE-EDG104S33_C840579.pdf,,,,,,,,,,C840579,,EDG104S SPSTx4 DIP,EDG104S SWI SPSTx4 DIP,PTH,SPSTx4 DIP,EDG104S,"0.3""",2x4,"0.1""",,,,,C840579,10,Available,ECE,EDG104S
ITEM,,SWI_6x6x6mm_PTH,SWI,6x6x6mm_PTH,Round Button Direct Insert SPST 6mm 5.5mm 50mA 100M 100 000 Times 12V 250gf Plugin Tactile Switch,6mm button,,,,,,,,,,,,,,,,,,SPCoast:SW_Push,SPCoast:SW_Push_SPST_6mmx6mm_PTH,,,,https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2212291730_hanxia-HX-TS666CJ-250gf-009_C5340138.pdf,,,,,,,,,,C5340138,,6x6x6mm_PTH SPSTx1 6mm Momentary,6x6x6mm_PTH SWI SPSTx1 6mm Momentary,PTH,SPSTx1 6mm Momentary,6x6x6mm_PTH,PTH,2x2,,,,,,C5340138,10,Available,hanxia,HX TS666CJ 250gf 009
ITEM,,SWI_6x6x6mm_SMD,SWI,6x6x6mm_SMD,Round Button Standing paste SPST 6mm 6mm 6mm 50mA 100M 100 000 Times 12V 250gf SMD Tactile Switch,6mm button,,,,,,,,,,,,,,,,,,SPCoast:SW_Push,SPCoast:SW_Push_SPST_6mmx6mm_SMT,,,,https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2212271430_hanxia-HX-TS666TP-250gf-009_C5340123.pdf,,,,,,,,,,C5340123,,6x6x6mm_SMD SPSTx1 6mm Momentary,6x6x6mm_SMD SWI SPSTx1 6mm Momentary,SMD,SPSTx1 6mm Momentary,6x6x6mm_SMD,SMD,2x2,,,,,,C5340123,10,Available,hanxia,HX TS666TP 250gf 009
ITEM,,CON_DCJ0202,CON,DCJ0202,DC Jack 0202,,,,,,,,,,,,,,,,,,,SPCoast:Conn_DC_POWER,SPCoast:DCJ0202,,,,,,,,,,,,,,,,DCJ0202 Power Connector,DCJ0202 CON Power Connector,PTH,Power Connector,DCJ0202,,3x,,,,,,,10,Available,,DCJ0202
ITEM,,CON_1x02-0.100,CON,1x02-0.100,Connector 1x02 0.100,,,,,,,,,,,,,,,,,,,SPCoast:Conn_01x02,SPCoast:Connector_01x02_V,,,,,,,,,,,,,,,,1x02-0.100 Male Header,1x02-0.100 CON Male Header,PTH,Male Header,1x02-0.100,,1x2,0.1,,,,,,10,Available,,
ITEM,,CON_1x03-0.100,CON,1x03-0.100,Connector 1x03 0.100,,,,,,,,,,,,,,,,,,,SPCoast:Conn_01x03,SPCoast:Connector_01x03_V,,,,,,,,,,,,,,,,1x03-0.100 Male Header,1x03-0.100 CON Male Header,PTH,Male Header,1x03-0.100,,1x3,0.1,,,,,,10,Available,,
ITEM,,CON_1x04-0.100,CON,1x04-0.100,Connector 1x04 0.100,,,,,,,,,,,,,,,,,,,SPCoast:Conn_01x04,SPCoast:Connector_01x04_V,,,,,,,,,,,,,,,,1x04-0.100 Male Header,1x04-0.100 CON Male Header,PTH,Male Header,1x04-0.100,,1x4,0.1,,,,,,10,Available,,
ITEM,,CON_1x06-0.100,CON,1x06-0.100,Connector 1x06 0.100,,,,,,,,,,,,,,,,,,,SPCoast:Conn_01x06,SPCoast:Connector_01x06_V,,,,,,,,,,,,,,,,1x06-0.100 Male Header,1x06-0.100 CON Male Header,PTH,Male Header,1x06-0.100,,1x6,0.1,,,,,,10,Available,,
ITEM,,CON_FTDI-1x6-0.100,CON,FTDI-1x6-0.100,FTDI Programming Connector 1x06 0.100,,,,,,,,,,,,,,,,,,,SPCoast:Conn_Programmer-FTDI,SPCoast:Connector_FTDI-DEVICE-SIDE,,,,,,,,,,,,,,,,FTDI-1x6-0.100 Male Header,FTDI-1x6-0.100 CON Male Header,PTH,Male Header,FTDI-1x6-0.100,,1x6,0.1,,,,,,10,Available,,
ITEM,,CON_M5-1x6-0.100,CON,M5-1x6-0.100,M5 Programming Connector 1x06 0.100,,,,,,,,,,,,,,,,,,,SPCoast:Conn_Programmer-M5,SPCoast:Connector_M5-DEVICE-SIDE,,,,,,,,,,,,,,,,M5-1x6-0.100 Female Header,M5-1x6-0.100 CON Female Header,PTH,Female Header,M5-1x6-0.100,,1x6,0.1,,,,,,10,Available,,
ITEM,,CON_SSD1306-1x4-0.100,CON,SSD1306-1x4-0.100,I2C SSD1306 OLED Connector,,,,,,,,,,,,,,,,,,,SPCoast:Conn_I2C-OLED,SPCoast:Connector_I2C-OLED,,,,,,,,,,,,,,,,SSD1306-1x4-0.100 Male Header,SSD1306-1x4-0.100 CON Male Header,PTH,Male Header,SSD1306-1x4-0.100,,1x4,0.1,,,,,,10,Available,,
ITEM,,MCU_WT32-ETH01,MCU,WT32-ETH01,WT32-ETH01,,,,,,,,,,,,,,,,,,,SPCoast:WT32-ETH01,SPCoast:WT32-ETH01,,,,"https://www.amazon.com/DWEII-WT32-ETH01-Bluetooth-Development-Converter/dp/B0B1V2RSLY/ref=sr_1_6?crid=314KW0BPPVKW8&dib=eyJ2IjoiMSJ9.G-jwgG2jf14TIyjtM6gPyYH3hjQUHKrQfu5_H3L9tC5jQFWRvQDq9e6MLIQJ2c_4zpV9VRvg39dGowOt8Ju3zdg0lPeXEKqTTXnLnach_267rAAC7T58mNYeH4anDT2My3U9K8OfvWwLEeqER44Jda4kDCnkxc14_Mbmi_gna2cnePF20jCunUNQWGwMVCvjp-UtBf86MK56FFjlFtjp1z2Aq4rvOP806BaqqU8Oo38.ev-u-C0T1GFgjLgimXKb_ZAMLnonoSzJ6AzhzPd1w-4&dib_tag=se&keywords=WT32-eth01&qid=1736014651&sprefix=wt32-eth01,aps,160&sr=8-6&th=1",,,,,,,,,,,,WT32-ETH01 ESP32,WT32-ETH01 MCU ESP32,PTH,ESP32,WT32-ETH01,,2x13,0.1x0.9,,,,,,10,Available,WT,WT32-ETH01
ITEM,,MCU_ESP32-DevKit_V1,MCU,ESP32-DevKit_V1,ESP32-DevKit_V1 WROOM32,,,,,,,,,,,,,,,,,,,SPCoast:ESP32-DevKit_V1,SPCoast:ESP32-DevKit_V1,,,,https://mischianti.org/wp-content/uploads/2020/11/ESP32-DOIT-DEV-KIT-v1-pinout-mischianti.png,,,,,,,,,,,,ESP32-DevKit_V1 ESP32,ESP32-DevKit_V1 MCU ESP32,PTH,ESP32,ESP32-DevKit_V1,,2x15,0.1x0.9,,,,,,10,Available,Espressif,ESP32-DevKit_V1
ITEM,,CAP_0.01uF_X7R_0603_25V,CAP,0.01uF,25V 10nF X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC,0603,10%,,0.01uF,,,,,,,,,,25V,,,,,Device:C,SPCoast:0603-CAP,,,,https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2201271000_YAGEO-CC0603KPX7R8BB103_C1852832.pdf,,,,,,,,,,C1852832,,0.01uF 10% X7R 25V,0.01uF CAP 10% X7R 25V,SMD,X7R,,,,,,,,,C1852832,1,Retired,YAGEO,CC0603KPX7R8BB103
ITEM,,CAP_0.01uF_X5R_0603_50V,CAP,0.01uF,50V 10nF X5R ±10% 0603 Multilayer Ceramic Capacitors MLCC,0603,10%,,0.01uF,,,,,,,,,,50V,,,,,Device:C,SPCoast:0603-CAP,,,,-na-,,,,,,,,,,C3910010,,0.01uF 10% X5R 50V,0.01uF CAP 10% X5R 50V,SMD,X5R,,,,,,,,,C3910010,2,Retired,CAL-CHIP,GMC10X5R103K50NT
ITEM,,CAP_0.01uF_X7R_0603_50V,CAP,0.01uF,50V 10nF X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC,0603,10%,,0.01uF,,,,,,,,,,50V,,,,,Device:C,SPCoast:0603-CAP,,,,https://www.lcsc.com/datasheet/lcsc_datasheet_2304140030_YAGEO-CC0603KRX7R9BB103_C100042.pdf,,,,,,,,,,C100042,,0.01uF 10% X7R 50V,0.01uF CAP 10% X7R 50V,SMD,X7R,,,,,,,,,C100042,3,Available,YAGEO,CC0603KRX7R9BB103
ITEM,,CAP_0.1uF_X5R_0603_25V,CAP,0.1uF,25V 100nF X5R ±10% 0603 Multilayer Ceramic Capacitors MLCC,0603,10%,,0.1uF,,,,,,,,,,25V,,,,,Device:C,SPCoast:0603-CAP,,,,-na-,,,,,,,,,,C3853265,,0.1uF 10% X5R 25V,0.1uF CAP 10% X5R 25V,SMD,X5R,,,,,,,,,C3853265,1,Retired,CAL-CHIP,GMC10X5R104K25NT
ITEM,,CAP_0.1uF_X7R_0603_50V,CAP,0.1uF,50V 100nF X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC,0603,10%,,0.1uF,,,,,,,,,,50V,,,,,Device:C,SPCoast:0603-CAP,,,,https://www.lcsc.com/datasheet/lcsc_datasheet_2211101700_YAGEO-CC0603KRX7R9BB104_C14663.pdf,,,,,,,,,,C14663,,0.1uF 10% X7R 50V,0.1uF CAP 10% X7R 50V,SMD,X7R,,,,,,,,,C14663,2,Available,YAGEO,CC0603KRX7R9BB104
ITEM,,CAP_1uF_X5R_0603_25V,CAP,1uF,35V 1uF X5R ±10% 0603 Multilayer Ceramic Capacitors MLCC,0603,10%,,1uF,,,,,,,,,,25V,,,,,Device:C,SPCoast:0603-CAP,,,,https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2309051403_Taiyo-Yuden-GMK107BJ105KAHT_C2169859.pdf,,,,,,,,,,C2169859,,1uF 10% X5R 25V,1uF CAP 10% X5R 25V,SMD,X5R,,,,,,,,,C2169859,1,Retired,Taiyo Yuden,GMK107BJ105KAHT
ITEM,,CAP_1uF_X5R_0603_50V,CAP,1uF,50V 1uF X5R ±10% 0603 Multilayer Ceramic Capacitors MLCC,0603,10%,,1uF,,,,,,,,,,50V,,,,,Device:C,SPCoast:0603-CAP,,,,https://www.lcsc.com/datasheet/lcsc_datasheet_2304140030_Samsung-Electro-Mechanics-CL10A105KB8NNNC_C15849.pdf,,,,,,,,,,C15849,,1uF 10% X5R 50V,1uF CAP 10% X5R 50V,SMD,X5R,,,,,,,,,C15849,2,Available,Samsung,CL10A105KB8NNNC
ITEM,,CAP_10uF_X5R_1206_50V,CAP,10uF,50V 10uF X5R ±10% 1206 Multilayer Ceramic Capacitors MLCC,1206,10%,,10uF,,,,,,,,,,50V,,,,,Device:C,SPCoast:1206-CAP,,,,https://www.lcsc.com/datasheet/lcsc_datasheet_2304140030_Samsung-Electro-Mechanics-CL31A106KBHNNNE_C13585.pdf,,,,,,,,,,C13585,,10uF 10% X5R 50V,10uF CAP 10% X5R 50V,SMD,X5R,,,,,,,,,C13585,1,Available,Samsung,CL31A106KBHNNNE
ITEM,,CAP_220uF_Electrolytic_8x10,CAP,220uF,220uF 35V 300mA@120Hz ±20% SMD D8xL10mm Aluminum Electrolytic Capacitor,8x10,20%,,220uF,,,,,,,,,,35V,,,,,Device:C_Polarized_US,SPCoast:CP_Elec_8x10,,,,https://www.lcsc.com/datasheet/lcsc_datasheet_1808312007_Nichicon-UCD1V221MNL1GS_C136294.pdf,,,,,,,,,,C136294,,220uF 20% Electrolytic 35V,220uF CAP 20% Electrolytic 35V,SMD,Electrolytic,,,,,,,,,C136294,1,Available,Nichicon,UCD1V221MNL1GS
ITEM,,CAP_1000uF_Electrolytic_8x11.5,CAP,1000uF,Aluminum Electrolytic Capacitors - Radial Leaded 1000uF 6.3V 85c,8x11.5,20%,,1000uF,,,,,,,,,,6.3V,,,,,Device:C_Polarized_US,,,,,,,,,,,,,,,,,1000uF 20% Electrolytic 6.3V,1000uF CAP 20% Electrolytic 6.3V,PTH,Electrolytic,,,,,,,647-UVR0J102MPD1TD,https://www.mouser.com/ProductDetail/Nichicon/UVR0J102MPD1TD,,2,,,
ITEM,,CAP_1000uF_Electrolytic_10x10.2,CAP,1000uF,Aluminum Electrolytic Capacitors - Radial Leaded 1000uF 16V -55-105c 347mA@120hz 20% D10xL10.2,10x10.2,20%,,1000uF,,,,,,,,,,16V,,,,,Device:C_Polarized_US,Capacitor_SMD:CP_Elec_10x10,,,,https://jlcpcb.com/api/file/downloadByFileSystemAccessId/8590911073887604736,,,,,,,,,,C970714,,1000uF 20% Electrolytic 16V,1000uF CAP 20% Electrolytic 16V,SMD,Electrolytic,,,,,,,,,C970714,1,Available,DMBJ,RVT1C102M1010 1000UF 16V
ITEM,,DIO_4.7V_SOD-323,DIO,4.7V,4.7V SOD-323 Zener Diode -W7,SOD-323,,,,,,,,,,,200mW,5mA,4.7V,,,,,SPCoast:D_Zener_Filled,SPCoast:SOD-323,,,,https://www.lcsc.com/datasheet/lcsc_datasheet_2304140030_Shandong-Jingdao-Microelectronics-BZT52C4V7S_C353517.pdf,,,,,,,,,,C353517,,4.7V zener 4.7V 5mA 200mW,4.7V DIO zener 4.7V 5mA 200mW,SMD,zener,4.7V,,,,,,,,C353517,5,Available,Shandong Jingdao,BZT52C4V7S
ITEM,,DIO_BAT54_SOT-23,DIO,BAT54,BAT54  Single Schottky 30V 200mA,SOT-23,,,,,,,,,,,,,30V,,,,,Diode:BAT54,SPCoast:SOT-23,,,,https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2406051353_HXY-MOSFET-BAT54_C5261070.pdf,,,,,,,,,,C5261070,,BAT54 single Schottkey 30V,BAT54 DIO single Schottkey 30V,SMD,single Schottkey,BAT54,,,,,,,,C5261070,5,Available,HXY,BAT54
ITEM,,DIO_BAT54A_SOT-23,DIO,BAT54A,BAT54A Dual Schottky 30V 200mA Common Anode,SOT-23,,,,,,,,,,,,,30V,,,,,Diode:BAT54A,SPCoast:SOT-23,,,,https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2112031830_FOSAN-BAT54A_C2926172.pdf,,,,,,,,,,C2926172,,BAT54A dual Schottkey common anode 30V,BAT54A DIO dual Schottkey common anode 30V,SMD,dual Schottkey common anode,BAT54A,,,,,,,,C2926172,5,Available,FOSAN,BAT54A
ITEM,,DIO_BAT54S_SOT-23,DIO,BAT54S,BAT54S Dual Schottky 30V 200mA Series,SOT-23,,,,,,,,,,,,,30V,,,,,Diode:BAT54S,SPCoast:SOT-23,,,,https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2112031830_FOSAN-BAT54S_C2926174.pdf,,,,,,,,,,C2926174,,BAT54S dual Schottkey series 30V,BAT54S DIO dual Schottkey series 30V,SMD,dual Schottkey series,BAT54S,,,,,,,,C2926174,5,Available,FOSAN,BAT54S
ITEM,,DIO_BAT54C_SOT-23,DIO,BAT54C,30V 1 pair of common cathodes 1V@100mA 200mA SOT-23 Schottky Diodes,SOT-23,,,,,,,,,,,,,30V,,,,,Diode:BAT54C,SPCoast:SOT-23,,,,https://www.lcsc.com/datasheet/lcsc_datasheet_2407101108_MDD-Microdiode-Semiconductor-BAT54C_C408388.pdf,,,,,,,,,,C408388,,BAT54C dual Schottkey common cathode 30V,BAT54C DIO dual Schottkey common cathode 30V,SMD,dual Schottkey common cathode,BAT54C,,,,,,,,C408388,1,Available,Microdiode,BAT54C
ITEM,,IC_LM358D_SOP-8,IC,LM358D,SOP-8 Operational Amplifier,SOP-8,,,,,,,,,,,,,±15V or +30V,,,,,SPCoast:LM358,SPCoast:SOIC-8_3.9x4.9mm_P1.27mm;Package_SO:SOIC-8_3.9x4.9mm_P1.27mm,,,,https://www.lcsc.com/datasheet/lcsc_datasheet_2403081523_IDCHIP-LM358D_C2683482.pdf,,,,,,,,,,C2683482,,LM358D dual OpAmp ±15V or +30V,LM358D IC dual OpAmp ±15V or +30V,SMD,dual OpAmp,LM358D,,,,,,,,C2683482,1,Available,IDCHIP,LM358D
ITEM,,IC_NE556_SOP-14,IC,NE556,NE556 100kHz Dual Timer,SOP-14,,,,,,,,,,,600mW,,16V,,,,,Timer:NE556,SPCoast:SOP_14;Package_SO:SOIC-14_3.9x8.7mm_P1.27mm,,,,https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2209290930_HANSCHIP-semiconductor-NE556DRG_C5145392.pdf,,,,,,,,,,C5145392,,NE556 Dual Timer 16V 600mW,NE556 IC Dual Timer 16V 600mW,SMD,Dual Timer,NE556,,,,,,,,C5145392,5,Available,HANSCHIP,NE556DRG
ITEM,,IC_MCP23017_SOIC-28-300mil,IC,MCP23017,MCP23017 I2C 16 bit I/O Expander,SOIC-28-300mil,,,,,,,,,,,,,,,,,,SPCoast:MCP23017_SO,SPCoast:SOIC-28W_7.5x17.9mm,,,,https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2203221230_Microchip-Tech-MCP23017T-E-SO_C629440.pdf,,,,,,,,,,C629440,,MCP23017 I2C 16-bit I/O Expander,MCP23017 IC I2C 16-bit I/O Expander,SMD,I2C 16-bit I/O Expander,MCP23017,,,,,,,,C629440,1,Available,Microchip,MCP23017T-E/SO
ITEM,,IC_PCA9685_TSSOP-28,IC,PCA9685,5.5V 100kHz~1MHz PWM 16 25mA 2.3V~5.5V TSSOP-28 LED Driver,TSSOP-28,,,,,,,,,,,,,,,,,,SPCoast:PCA9685PW,Package_SO:TSSOP-28_4.4x9.7mm_P0.65mm,,,,https://www.lcsc.com/datasheet/lcsc_datasheet_2405281434_NXP-Semicon-PCA9685PW-118_C2678753.pdf,,,,,,,,,,C2678753,,PCA9685 I2C 16-bit PWM LED Driver,PCA9685 IC I2C 16-bit PWM LED Driver,SMD,I2C 16-bit PWM LED Driver,PCA9685,,,,,,,,C2678753,1,Available,NXP,"PCA9685PW,118"
ITEM,,LED_Blue_0603_20mA,LED,Blue,20mA 240mcd Colorless and transparent -20℃~+85℃ Positive Stick 455nm~475nm Blue 120° 70mW 3.3V 0603 LED Indication,0603,,,,,,,,,,,,20mA,3.3V,,,455nm~475nm,240,Device:LED,SPCoast:0603-LED,,,,https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2402181505_XINGLIGHT-XL-1608UBC-04_C965807.pdf,,,,,,,,,,C965807,,Blue LED clear 3.3V 20mA 240mcd,Blue LED clear 3.3V 20mA 240mcd,SMD,clear,Blue,,,,120°,,,,C965807,1,Available,XINGLIGHT,XL-1608UBC-04
ITEM,,LED_White_0603_20mA,LED,White,20mA 13700K~33000K 130mcd WarmWhite -20℃~+85℃ Positive Stick White 120° 70mW 2.7V 0603 LED Indication,0603,,,,,,,,,,,,20mA,2.7V,,,13700 - 33000 K,130,Device:LED,SPCoast:0603-LED,,,,https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2402181505_XINGLIGHT-XL-1608UWC-04_C965808.pdf,,,,,,,,,,C965808,,White LED warm 2.7V 20mA 130mcd,White LED warm 2.7V 20mA 130mcd,SMD,warm,White,,,,120°,,,,C965808,1,Available,XINGLIGHT,XL-1608UWC-04
ITEM,,LED_Green Emerald_0603_20mA,LED,Green Emerald,20mA 810mcd Colorless transparent  515nm~535nm -20℃~+85℃ Positive Stick Emerald Green 120° 70mW 3.3V 0603 LED Indication,0603,,,,,,,,,,,,20mA,3.3V,,,515nm~535nm,810,Device:LED,SPCoast:0603-LED,,,,https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2402181505_XINGLIGHT-XL-1608UGC-04_C965804.pdf,,,,,,,,,,C965804,,Green Emerald LED clear 3.3V 20mA 810mcd,Green Emerald LED clear 3.3V 20mA 810mcd,SMD,clear,Green Emerald,,,,120°,,,,C965804,1,Available,XINGLIGHT,XL-1608UGC-04
ITEM,,LED_Yellow Green_0603_20mA,LED,Yellow Green,20mA 240mcd Colorless transparent 565nm~575nm -20℃~+85℃ Positive Stick Yellow Green 120° 50mW 2.4V 0603 LED Indication,0603,,,,,,,,,,,,20mA,2.4V,,,565nm~575nm,240,Device:LED,SPCoast:0603-LED,,,,https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2402181505_XINGLIGHT-XL-1608SYGC-04_C965806.pdf,,,,,,,,,,C965806,,Yellow Green LED clear 2.4V 20mA 240mcd,Yellow Green LED clear 2.4V 20mA 240mcd,SMD,clear,Yellow Green,,,,,,,,C965806,1,Retired,XINGLIGHT,XL-1608SYGC-04
ITEM,,LED_Orange_0603_10mA,LED,Orange,10mA Orange 0603 LED Indication,0603,,,,,,,,,,,,10mA,2.2V,,,600nm~612nm,70,Device:LED,SPCoast:0603-LED,,,,https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2403281522_HONGLITRONIC-Hongli-Zhihui--HONGLITRONIC-HL-PSC-1608S25OC-G4_C22371303.pdf,,,,,,,,,,C22371303,,Orange LED clear 2.2V 10mA 70mcd,Orange LED clear 2.2V 10mA 70mcd,SMD,clear,Orange,,,,,,,,C22371303,1,Retired,HONGLITRONIC,HL-PSC-1608S25OC-G4
ITEM,,LED_Orange_0603_20mA,LED,Orange,20mA 315mcd Colorless transparent -20℃~+85℃ 600nm~610nm Positive Stick Orange 120° 50mW 2.3V 0603 LED Indication,0603,,,,,,,,,,,,20mA,2.3V,,,,315,Device:LED,SPCoast:0603-LED,,,,https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2402181505_XINGLIGHT-XL-1608UOC-06_C965800.pdf,,,,,,,,,,C965800,,Orange LED clear 2.3V 20mA 315mcd,Orange LED clear 2.3V 20mA 315mcd,SMD,clear,Orange,,,,,,,,C965800,2,Retired,XINGLIGHT,XL-1608UOC-06
ITEM,,LED_Orange_0603_20mA,LED,Orange,20mA 315mcd Colorless transparent -20℃~+85℃ 600nm~610nm Positive Stick Orange 120° 50mW 2.3V 0603 LED Indication,0603,,,,,,,,,,,,20mA,2.3V,,,600nm~610nm,315,Device:LED,SPCoast:0603-LED,,,,https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2402181505_XINGLIGHT-XL-1608UOC-06_C965800.pdf,,,,,,,,,,C965801,,Orange LED clear 2.3V 20mA 315mcd,Orange LED clear 2.3V 20mA 315mcd,SMD,clear,Orange,,,,120°,,,,C965801,3,Available,XINGLIGHT,XL-1608UOC-04
ITEM,,LED_Yellow_0603_20mA,LED,Yellow,20mA 450mcd Colorless transparent -20℃~+85℃ 585nm~595nm Positive Stick Yellow 120° 50mW 2.3V 0603 LED Indication,0603,,,,,,,,,,,,20mA,2.3V,,,585nm~595nm,450,Device:LED,SPCoast:0603-LED,,,,https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2402181505_XINGLIGHT-XL-1608UOC-04_C965801.pdf,,,,,,,,,,C965803,,Yellow LED clear 2.3V 20mA 450mcd,Yellow LED clear 2.3V 20mA 450mcd,SMD,clear,Yellow,,,,120°,,,,C965803,10,Available,XINGLIGHT,XL-1608UYC-04
ITEM,,LED_Red_0603_20mA,LED,Red,20mA 150mcd 622nm Red 120° 2.2V 0603 LED Indication,0603,,,,,,,,,,,,20mA,2.2V,,,,150,Device:LED,SPCoast:0603-LED,,,,https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2404241146_Inolux-IN-S63ASR_C7288939.pdf,,,,,,,,,,C7288939,,Red LED clear 2.2V 20mA 150mcd,Red LED clear 2.2V 20mA 150mcd,SMD,clear,Red,,,,,,,,C7288939,2,Retired,Inolux,IN-S63ASR
ITEM,,LED_Red_0603_20mA,LED,Red,20mA 330mcd Colorless transparent -20℃~+85℃ Positive Stick 620nm~630nm Red 120° 50mW 2.3V 0603 LED Indication,0603,,,,,,,,,,,,20mA,2.3V,,,,330,Device:LED,SPCoast:0603-LED,,,,https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2402181505_XINGLIGHT-XL-1608SURC-06_C965799.pdf,,,,,,,,,,C965799,,Red LED clear 2.3V 20mA 330mcd,Red LED clear 2.3V 20mA 330mcd,SMD,clear,Red,,,,,,,,C965799,1,Retired,XINGLIGHT,XL-1608SURC-06
ITEM,,LED_Red_0603_20mA,LED,Red,20mA 360mcd Colorless transparent 615nm~625nm -20℃~+85℃ Positive Stick Red 120° 50mW 2.4V 0603 LED Indication,0603,,,,,,,,,,,,20mA,2.4V,,,615nm~625nm,360,Device:LED,SPCoast:0603-LED,,,,https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2402181505_XINGLIGHT-XL-1608SURC-04_C965798.pdf,,,,,,,,,,C965798,,Red LED clear 2.4V 20mA 360mcd,Red LED clear 2.4V 20mA 360mcd,SMD,clear,Red,,,,120°,,,,C965798,3,Available,XINGLIGHT,"XL-1608SURC-04
"
