RowType,ComponentID,IPN,Category,Value,Description,Package,Tolerance,Resistance,Capacitance,Inductance,Project,ProjectName,UUID,SourceFile,Reference,Color,W,A,V,Temperature Coefficient,Voltage,Wavelength,mcd,Symbol,Footprint,footprint_full,symbol_name,ki_keywords,Datasheet,Height,Manufacturer_Name,Manufacturer_Part_Number,Mouser Part Number,Mouser Price/Stock,Sim.Device,Sim.Pins,Current,Power,LCSC,OPL,ComponentName,Keywords,SMD,Type,Name,Form,Pins,Pitch,Angle,Frequency,Mouser,Mouser Link,LCSC Link,Priority,Status,Manufacturer,MPN
ITEM,,LED_WS2812B_SMD5050,LED,WS2812B,SMD5050 RGB LEDs(Built-in IC) NeoPixel,SMD5050,,,,,,,,,,,,12mA,5v,,,,,SPCoast:WS2812B,SPCoast:WS2812B,,,,https://www.lcsc.com/datasheet/lcsc_datasheet_2404120946_XINGLIGHT-XL-5050RGBC-WS2812B_C2843785.pdf,,,,,,,,,,C2843785,,WS2812B LED WS2812B-WS2812B5050 5v 12mA,WS2812B LED WS2812B-WS2812B5050 5v 12mA,SMD,WS2812B-WS2812B5050,WS2812B,,,,,,,,C2843785,1,Available,XINGLIGHT,XL-5050RGBC-WS2812B
ITEM,,REG_AMS1117-ADJ_SOT-223-3,REG,AMS1117-ADJ,1A Low Dropout regulator positive adjustable output / fixed: 1.5V≤ (VIN - VOUT) ≤ 12V 1.5V 1.8V 2.5V 2.85V 3.3V and 5.0V,SOT-223-3,,,,,,,,,,,,1A,1.25-10.5v,,,,,SPCoast:AMS1117,SPCoast:SOT-223-3_TabPin2,,,,https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2301120930_HXY-MOSFET-AMS1117-ADJ_C5345985.pdf,,,,,,,,,,C5345985,,AMS1117-ADJ ADJ 1.25-10.5v 1A,AMS1117-ADJ REG ADJ 1.25-10.5v 1A,SMD,ADJ,AMS1117-ADJ,,,,,,,,C5345985,10,Available,HXY MOSFET,AMS1117-ADJ
ITEM,,REG_AMS1117-3.3_SOT-223-3,REG,AMS1117-3.3,1A Low Dropout regulator positive fixed 3.3V,SOT-223-3,,,,,,,,,,,,1A,3v3,,,,,SPCoast:AMS1117,SPCoast:SOT-223-3_TabPin2,,,,https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2301120930_HXY-MOSFET-AMS1117-3-3_C5345982.pdf,,,,,,,,,,C5345982,,AMS1117-3.3 3v3 3v3 1A,AMS1117-3.3 REG 3v3 3v3 1A,SMD,3v3,AMS1117-3.3,,,,,,,,C5345982,10,Available,HXY MOSFET,AMS1117-3.3
ITEM,,REG_AMS1117-5.0_SOT-223-3,REG,AMS1117-5.0,1A Low Dropout regulator positive fixed 5.0V,SOT-223-3,,,,,,,,,,,,1A,5v0,,,,,SPCoast:AMS1117,SPCoast:SOT-223-3_TabPin2,,,,https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2301120930_HXY-MOSFET-AMS1117-5-0_C5345984.pdf,,,,,,,,,,C5345984,,AMS1117-5.0 5v 5v0 1A,AMS1117-5.0 REG 5v 5v0 1A,SMD,5v,AMS1117-5.0,,,,,,,,C5345984,1,Available,HXY MOSFET,AMS1117-5.0
ITEM,,REG_78L05_TO-220,REG,78L05,5v Linear Regulator,TO-220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78L05 5v,78L05 REG 5v,PTH,5v,78L05,,,,,,,,,10,Available,,
ITEM,,RLY_G2RL-2_29x12.7x15.7mm,RLY,G2RL-2,DPDT Low profile power relay 15.7mmH,29x12.7x15.7mm,,,,,,,,,,,,8A,24v,,,,,SPCoast:G2RL-2,SPCoast:Relay_DPDT_Omron_G2RL-2,,,,https://omronfs.omron.com/en_US/ecb/products/pdf/en-g2rl.pdf,,,,,,,,,,,,G2RL-2 24v DPDT 24v 8A,G2RL-2 RLY 24v DPDT 24v 8A,PTH,24v DPDT,G2RL-2,,,,,,,,,10,Available,Omron,G2RL-2 / 24v
ITEM,,Q_NPN_600mA_SOT-23_MMBT2222LT1G,Q,MMBT2222LT1G,NPN 30 V 600 mA 250MHz 300 mW Surface Mount SOT-23-3 (TO-236),SOT-23,,,,,,,,,,,300mW,600mA,30V,,,,,Device:Q_NPN_BEC,SPCoast:SOT-23,,,,,,,,,,,,,,,,MMBT2222LT1G NPN 30V 600mA 300mW,MMBT2222LT1G Q NPN 30V 600mA 300mW,SMD,NPN,MMBT2222LT1G,,,,,,,,,10,Available,ONSemi,MMBT2222LT1G
ITEM,,Q_NPN_200mA_SOT-23_MMBT3904,Q,MMBT3904,NPN 40V 200mW 100@10mA 1V 200mA NPN SOT-23,SOT-23,,,,,,,,,,,200mW,200mA,40V,,,,,Device:Q_NPN_BEC,SPCoast:SOT-23,,,,https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2407151447_HXY-MOSFET-MMBT3904_C5184404.pdf,,,,,,,,,,C5184404,,MMBT3904 NPN 40V 200mA 200mW,MMBT3904 Q NPN 40V 200mA 200mW,SMD,NPN,MMBT3904,,,,,,,,C5184404,1,Available,HXY,MMBT3904
ITEM,,Q_PNP_500mA_SOT-23_BC807,Q,BC807,PNP 45V 300mW 250@100mA 1V 500mA PNP SOT-23,SOT-23,,,,,,,,,,,300mW,500mA,45V,,,,,Device:Q_PNP_BEC,SPCoast:SOT-23,,,,https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2303091430_HXY-MOSFET-BC807-40_C5184433.pdf,,,,,,,,,,C5184433,,BC807 PNP 45V 500mA 300mW,BC807 Q PNP 45V 500mA 300mW,SMD,PNP,BC807,,,,,,,,C5184433,1,Available,HXY,BC807-40
ITEM,,Q_N-FET_300mA_SO-8_2N7002,Q,2N7002,60V 300mA 1.5@10V 500mA 200mW 1.5V@250uA N-Channel SOT-23 MOSFETs,SOT-23,,,,,,,,,,,,300mA,60v,,,,,Device:Q_NMOS_GSD,SPCoast:SOT-23,,,,https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2210271630_ElecSuper-2N7002_C5224215.pdf,,,,,,,,,,C5224215,,2N7002 N-FET 60v 300mA,2N7002 Q N-FET 60v 300mA,SMD,N-FET,2N7002,,,,,,,,C5224215,1,Available,ElecSuper,2N7002
ITEM,,Q_N-FET_10A_SOT-23_DMN4468,Q,DMN4468,30V 10A 14m@10V00mA N-Channel SO-8 MOSFETs,SO-8,,,,,,,,,,,,10A,30v,,,,,SPCoast:MOSFET-N,SPCoast:SO-8,,,,https://www.diodes.com/assets/Datasheets/ds31773.pdf,,,,,,,,,,C878901,,DMN4468 N-FET 30v 10A,DMN4468 Q N-FET 30v 10A,SMD,N-FET,DMN4468,,,,,,,,C878901,1,Available,Diodes,DMN4468LSS
ITEM,,Q_P-FET_2.3A_0603_2301V,Q,2301V,20V 2.3A 95m 1V 1 Piece P-Channel SOT-23 MOSFET,SOT-23,,,,,,,,,,,,2.3A,20V,,,,,Device:Q_PMOS_GSD,SPCoast:SOT-23,,,,https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2310251707_HL-2301V_C7499856.pdf,,,,,,,,,,C7499856,,2301V P-FET 20V 2.3A,2301V Q P-FET 20V 2.3A,SMD,P-FET,2301V,,,,,,,,C7499856,1,Available,HL,2301V
ITEM,,RES_5%_100mW_0603_200,RES,200,200 100mW  75V ±100ppm/℃ ±5% 0603,0603,5%,200,,,,,,,,,100mW,,75V,,,,,Device:R_US,SPCoast:0603-RES,,,,https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2308241947_FOJAN-FRC0603J201-TS_C2907123.pdf,,,,,,,,,,C2907123,,200 5% thick film 75V 100mW,200 RES 5% thick film 75V 100mW,SMD,thick film,,,,,,,,,C2907123,1,Retired,FOJAN,FRC0603J201 TS
ITEM,,RES_1%_100mW_0603_220,RES,220,220 100mW s 150V ±100ppm/℃ ±1% 0603,0603,1%,220,,,,,,,,,100mW,,150V,,,,,Device:R_US,SPCoast:0603-RES,,,,https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2312030915_YAGEO-RC0603FR-13220RL_C5842375.pdf,,,,,,,,,,C5842375,,220 1% thick film 150V 100mW,220 RES 1% thick film 150V 100mW,SMD,thick film,,,,,,,,,C5842375,2,Retired,YAGEO,RC0603FR-13220RL
ITEM,,RES_5%_100mW_0603_220,RES,220,220 100mW  75V ±100ppm/℃ ±5% 0603,0603,5%,220,,,,,,,,,100mW,,75V,,,,,Device:R_US,SPCoast:0603-RES,,,,https://www.lcsc.com/datasheet/lcsc_datasheet_2206010230_UNI-ROYAL-Uniroyal-Elec-0603WAJ0221T5E_C1226.pdf,,,,,,,,,,C1226,,220 5% thick film 75V 100mW,220 RES 5% thick film 75V 100mW,SMD,thick film,,,,,,,,,C1226,3,Available,UNI-ROYAL,0603WAJ0221T5E
ITEM,,RES_5%_100mW_0603_330,RES,330,330 100mW  75V ±100ppm/℃ ±5% 0603,0603,5%,330,,,,,,,,,100mW,,75V,,,,,Device:R_US,SPCoast:0603-RES,,,,https://www.lcsc.com/datasheet/lcsc_datasheet_2205311845_UNI-ROYAL-Uniroyal-Elec-0603WAJ0331T5E_C25231.pdf,,,,,,,,,,C25231,,330 5% thick film 75V 100mW,330 RES 5% thick film 75V 100mW,SMD,thick film,,,,,,,,,C25231,1,Available,UNI-ROYAL,0603WAJ0331T5E
ITEM,,RES_5%_100mW_0603_470,RES,470,470 100mW  75V ±100ppm/℃ ±5% 0603,0603,5%,470,,,,,,,,,100mW,,75V,,,,,Device:R_US,SPCoast:0603-RES,,,,https://www.lcsc.com/datasheet/lcsc_datasheet_2205311845_UNI-ROYAL-Uniroyal-Elec-0603WAJ0471T5E_C25241.pdf,,,,,,,,,,C25241,,470 5% thick film 75V 100mW,470 RES 5% thick film 75V 100mW,SMD,thick film,,,,,,,,,C25241,1,Available,UNI-ROYAL,0603WAJ0471T5E
ITEM,,RES_5%_100mW_0603_1K,RES,1K,1k 100mW  75V ±100ppm/℃ ±5% 0603,0603,5%,1K,,,,,,,,,100mW,,75V,,,,,Device:R_US,SPCoast:0603-RES,,,,https://www.lcsc.com/datasheet/lcsc_datasheet_2206010100_UNI-ROYAL-Uniroyal-Elec-0603WAJ0102T5E_C25585.pdf,,,,,,,,,,C25585,,1K 5% thick film 75V 100mW,1K RES 5% thick film 75V 100mW,SMD,thick film,,,,,,,,,C25585,1,Available,UNI-ROYAL,0603WAJ0102T5E
ITEM,,RES_5%_100mW_0603_2.2K,RES,2.2K,2.2k 100mW  75V ±100ppm/℃ ±5% 0603,0603,5%,2.2K,,,,,,,,,100mW,,75V,,,,,Device:R_US,SPCoast:0603-RES,,,,https://www.lcsc.com/datasheet/lcsc_datasheet_2206010045_UNI-ROYAL-Uniroyal-Elec-0603WAJ0222T5E_C25992.pdf,,,,,,,,,,C25992,,2.2K 5% thick film 75V 100mW,2.2K RES 5% thick film 75V 100mW,SMD,thick film,,,,,,,,,C25992,1,Available,UNI-ROYAL,0603WAJ0222T5E
ITEM,,RES_1%_100mW_0603_3.3K,RES,3.3K,3.3k 100mW s 75V ±100ppm/℃ ±1% 0603,0603,1%,3.3K,,,,,,,,,100mW,,75V,,,,,Device:R_US,SPCoast:0603-RES,,,,https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2308241947_FOJAN-FRC0603F3301TS_C2907023.pdf,,,,,,,,,,C2907023,,3.3K 1% thick film 75V 100mW,3.3K RES 1% thick film 75V 100mW,SMD,thick film,,,,,,,,,C2907023,1,Retired,FOJAN,FRC0603F3301TS
ITEM,,RES_5%_100mW_0603_3.3K,RES,3.3K,3.3k 100mW  75V ±100ppm/℃ ±5% 0603,0603,5%,3.3K,,,,,,,,,100mW,,75V,,,,,Device:R_US,SPCoast:0603-RES,,,,https://www.lcsc.com/datasheet/lcsc_datasheet_2206010045_UNI-ROYAL-Uniroyal-Elec-0603WAJ0332T5E_C25995.pdf,,,,,,,,,,C25995,,3.3K 5% thick film 75V 100mW,3.3K RES 5% thick film 75V 100mW,SMD,thick film,,,,,,,,,C25995,2,Available,UNI-ROYAL,0603WAJ0332T5E
ITEM,,RES_5%_100mW_0603_4.7K,RES,4.7K,4.7k 100mW  75V ±100ppm/℃ ±5% 0603,0603,5%,4.7K,,,,,,,,,100mW,,75V,,,,,Device:R_US,SPCoast:0603-RES,,,,https://www.lcsc.com/datasheet/lcsc_datasheet_2206010045_UNI-ROYAL-Uniroyal-Elec-0603WAJ0472T5E_C25999.pdf,,,,,,,,,,C25999,,4.7K 5% thick film 75V 100mW,4.7K RES 5% thick film 75V 100mW,SMD,thick film,,,,,,,,,C25999,1,Available,UNI-ROYAL,0603WAJ0472T5E
ITEM,,RES_5%_100mW_0603_5.6K,RES,5.6K,5.6k 100mW  75V ±100ppm/℃ ±5% 0603,0603,5%,5.6K,,,,,,,,,100mW,,75V,,,,,Device:R_US,SPCoast:0603-RES,,,,https://www.lcsc.com/datasheet/lcsc_datasheet_2206010045_UNI-ROYAL-Uniroyal-Elec-0603WAJ0562T5E_C26001.pdf,,,,,,,,,,C26001,,5.6K 5% thick film 75V 100mW,5.6K RES 5% thick film 75V 100mW,SMD,thick film,,,,,,,,,C26001,1,Available,UNI-ROYAL,0603WAJ0562T5E
ITEM,,RES_5%_100mW_0603_10K,RES,10K,10k 100mW s 150V ±100ppm/℃ ±5% 0603,0603,5%,10K,,,,,,,,,100mW,,150V,,,,,Device:R_US,SPCoast:0603-RES,,,,https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2404101024_YAGEO-RC0603JR-1310KL_C4118381.pdf,,,,,,,,,,C4118381,,10K 5% thick film 150V 100mW,10K RES 5% thick film 150V 100mW,SMD,thick film,,,,,,,,,C4118381,1,Retired,YAGEO,RC0603JR-1310KL
ITEM,,RES_5%_100mW_0603_10K,RES,10K,10k 100mW  75V ±100ppm/℃ ±5% 0603,0603,5%,10K,,,,,,,,,100mW,,75V,,,,,Device:R_US,SPCoast:0603-RES,,,,https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2308241009_FOJAN-FRC0603J103TS_C2930027.pdf,,,,,,,,,,C2930027,,10K 5% thick film 75V 100mW,10K RES 5% thick film 75V 100mW,SMD,thick film,,,,,,,,,C2930027,2,Retired,FOJAN,FRC0603J103TS
ITEM,,RES_5%_100mW_0603_10K,RES,10K,10k 100mW  75V ±100ppm/℃ ±5% 0603,0603,5%,10K,,,,,,,,,100mW,,75V,,,,,Device:R_US,SPCoast:0603-RES,,,,,,,,,,,,,,C15401,,10K 5% thick film 75V 100mW,10K RES 5% thick film 75V 100mW,SMD,thick film,,,,,,,,,C15401,3,Available,UNI-ROYAL,0603WAJ0103T5E
ITEM,,RES_5%_100mW_0603_22K,RES,22K,22k 100mW  75V ±100ppm/℃ ±5% 0603,0603,5%,22K,,,,,,,,,100mW,,75V,,,,,Device:R_US,SPCoast:0603-RES,,,,https://www.lcsc.com/datasheet/lcsc_datasheet_2206010100_UNI-ROYAL-Uniroyal-Elec-0603WAJ0223T5E_C23344.pdf,,,,,,,,,,C23344,,22K 5% thick film 75V 100mW,22K RES 5% thick film 75V 100mW,SMD,thick film,,,,,,,,,C23344,1,Available,UNI-ROYAL,0603WAJ0223T5E
ITEM,,RES_5%_100mW_0603_100K,RES,100K,100k 100mW  75V ±100ppm/℃ ±5% 0603,0603,5%,100K,,,,,,,,,100mW,,75V,,,,,Device:R_US,SPCoast:0603-RES,,,,https://www.lcsc.com/datasheet/lcsc_datasheet_2206010216_UNI-ROYAL-Uniroyal-Elec-0603WAJ0104T5E_C15458.pdf,,,,,,,,,,C15458,,100K 5% thick film 75V 100mW,100K RES 5% thick film 75V 100mW,SMD,thick film,,,,,,,,,C15458,1,Available,UNI-ROYAL,0603WAJ0104T5E
ITEM,,RES_1%_100mW_0603_1M,RES,1M,1.0M 100mW  75V ±100ppm/℃ ±1% 0603,0603,1%,1M,,,,,,,,,100mW,,75V,,,,,Device:R_US,SPCoast:0603-RES,,,,https://www.lcsc.com/datasheet/lcsc_datasheet_2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF1004T5E_C22935.pdf,,,,,,,,,,C22935,,1M 1% thick film 75V 100mW,1M RES 1% thick film 75V 100mW,SMD,thick film,,,,,,,,,C22935,1,Retired,UNI-ROYAL,0603WAF1004T5E
ITEM,,RES_5%_100mW_0603_1M,RES,1M,1.0M 100mW  75V ±100ppm/℃ ±5% 0603,0603,5%,1M,,,,,,,,,100mW,,75V,,,,,Device:R_US,SPCoast:0603-RES,,,,https://www.lcsc.com/datasheet/lcsc_datasheet_2206010030_UNI-ROYAL-Uniroyal-Elec-0603WAJ0105T5E_C26098.pdf,,,,,,,,,,C26098,,1M 5% thick film 75V 100mW,1M RES 5% thick film 75V 100mW,SMD,thick film,,,,,,,,,C26098,2,Available,UNI-ROYAL,0603WAJ0105T5E
ITEM,,RES_5%_100mW_0603_2.2M,RES,2.2M,2.2M 100mW  75V ±100ppm/℃ ±5% 0603,0603,5%,2.2M,,,,,,,,,100mW,,75V,,,,,Device:R_US,SPCoast:0603-RES,,,,https://www.lcsc.com/datasheet/lcsc_datasheet_2206010145_UNI-ROYAL-Uniroyal-Elec-0603WAJ0225T5E_C18679.pdf,,,,,,,,,,C18679,,2.2M 5% thick film 75V 100mW,2.2M RES 5% thick film 75V 100mW,SMD,thick film,,,,,,,,,C18679,3,Available,UNI-ROYAL,0603WAJ0225T5E
ITEM,,RES_5%_100mW_0603_2.2M,RES,2.2M,2.2M 100mW  50V ±250ppm/℃ ±5% 0603,0603,5%,2.2M,,,,,,,,,100mW,,50V,,,,,Device:R_US,SPCoast:0603-RES,,,,https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-RS-03L225JJT_C403986.pdf,,,,,,,,,,C403986,,2.2M 5% thick film 50V 100mW,2.2M RES 5% thick film 50V 100mW,SMD,thick film,,,,,,,,,C403986,1,Retired,FH,RS-03L225JJT
ITEM,,RES_5%_100mW_0603_2.2M,RES,2.2M,2.2M 100mW  75V ±100ppm/℃ ±5% 0603,0603,5%,2.2M,,,,,,,,,100mW,,75V,,,,,Device:R_US,SPCoast:0603-RES,,,,https://www.lcsc.com/datasheet/lcsc_datasheet_2206010145_UNI-ROYAL-Uniroyal-Elec-0603WAJ0225T5E_C18679.pdf,,,,,,,,,,C18679,,2.2M 5% thick film 75V 100mW,2.2M RES 5% thick film 75V 100mW,SMD,thick film,,,,,,,,,C18679,2,Retired,UNI-ROYAL,0603WAJ0225T5E
ITEM,,RLY___ISOPLUS-264_CPC1709J,RLY,CPC1709J,2.5kV 220us 27mΩ 7ms DC ISOPLUS-264 Solid State Relays (MOS Output) -40c-+85c 1.42V 10mA,ISOPLUS-264,,,,,,,,,,,,9A-22.8A,1.42V,,,,,SPCoast:Relay_CPC1709J,SPCoast:Relay_CPC1709J,,,,https://jlcpcb.com/api/file/downloadByFileSystemAccessId/8589033743424368640,,,,,,,,,,C1525253,,CPC1709J SSR 1.42V 9A-22.8A,CPC1709J RLY SSR 1.42V 9A-22.8A,PTH,SSR,CPC1709J,,,,,,,,C1525253,1,Available,Littelfuse/IXYS,CPC1709J
ITEM,,IC___SMD-6P_4N28SM,IC,4N28SM,4.17kV 6V Phototransistor SMD-6P Transistor Photovoltaic Output Optoisolators -40c+10c 1 1.18V 10% 10mA 30V,SMD-6P,,,,,,,,,,,,,,,,,,Isolator:4N28,Package_DIP:SMDIP-6_W7.62mm,,,,https://jlcpcb.com/api/file/downloadByFileSystemAccessId/8588917274006720512,,,,,,,,,,C898949,,4N28SM Phototransistor,4N28SM IC Phototransistor,SMD,Phototransistor,4N28SM,,6,0.100,,,,,C898949,1,Available,ONSemi,4N28SM
